timestamp,Heidelberg,Bamberg,Eberbach
2023-03-09 16:50:06.944702,"('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')"
2023-03-09 16:52:23.442237,"('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')"
2023-03-09 16:55:20.285944,"('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')"
2023-03-09 16:56:56.968998,"('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')"
2023-03-09 16:59:11.128586,"('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')"
2023-03-09 17:00:28.203821,"('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')"
2023-03-09 17:01:07.731815,"('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')"
2023-03-09 17:02:32.727250,"('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')"
2023-03-09 17:03:32.673680,"('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')","('abnehmend', 'wenige vorhanden')"
2023-03-10 13:17:35.607469,"('abnehmend', 'wenige vorhanden')","('stagnierend', 'wenige vorhanden')","('stagnierend', 'wenige vorhanden')"
2023-03-10 13:17:56.435232,"('abnehmend', 'wenige vorhanden')","('stagnierend', 'wenige vorhanden')","('stagnierend', 'wenige vorhanden')"
2023-03-10 14:16:08.124009,"('stagnierend', 'wenige vorhanden')","('stagnierend', 'keine vorhanden')","('stagnierend', 'wenige vorhanden')"
2023-03-10 14:16:29.234129,"('stagnierend', 'wenige vorhanden')","('stagnierend', 'keine vorhanden')","('stagnierend', 'wenige vorhanden')"
2023-03-10 14:27:13.937685,"('abnehmend', 'wenige vorhanden')","('stagnierend', 'keine vorhanden')","('stagnierend', 'wenige vorhanden')"
2023-03-10 14:42:35.334978,"('stagnierend', 'wenige vorhanden')","('stagnierend', 'keine vorhanden')","('stagnierend', 'wenige vorhanden')"
2023-03-10 14:42:59.703707,"('stagnierend', 'wenige vorhanden')","('stagnierend', 'keine vorhanden')","('stagnierend', 'wenige vorhanden')"
